0,-0.098857,-0.00425979
1,-0.14642,-0.0160336
2,-0.180979,-0.0248925
3,-0.191844,-0.0249632
4,-0.166593,-0.0212148
5,-0.164309,-0.0280413
6,-0.214222,-0.0386272
7,-0.2812,-0.0608676
8,-0.321728,-0.0945111
9,-0.330009,-0.129302
10,-0.312315,-0.159809
11,-0.272406,-0.18495
12,-0.226449,-0.194249
13,-0.222745,-0.212143
14,-0.200632,-0.218259
15,-0.112491,-0.206547
16,0.000139333,-0.163317
17,0.112833,-0.205456
18,0.200218,-0.216756
19,0.221747,-0.210953
20,0.22432,-0.193481
21,0.270169,-0.184366
22,0.310817,-0.159231
23,0.329275,-0.128719
24,0.322207,-0.0938678
25,0.282629,-0.060531
26,0.215423,-0.0383551
27,0.165849,-0.0278421
28,0.168645,-0.0213443
29,0.191824,-0.0249471
30,0.181197,-0.0249395
31,0.146852,-0.0161215
32,0.0993206,-0.00433869
47,-0.0835699,-0.051217
48,-0.0202214,-0.036434
49,0.000467703,-0.0346706
50,0.0203417,-0.0367035
51,0.0836661,-0.0515695
80,-0.0512044,-0.00989126
81,0.0522158,-0.0104034
82,-0.132543,-0.0480937
83,0.132926,-0.0484341
84,-0.104346,-0.125913
85,-0.103562,-0.0973578
86,-0.0225688,-0.0591688
87,0.000278932,-0.0915006
88,0.0234213,-0.0588328
89,0.103748,-0.0972181
90,0.104145,-0.1255
91,0.114747,-0.136881
92,0.0716241,-0.170685
93,0.001072,-0.193182
94,-0.0722325,-0.171985
95,-0.114844,-0.137938
96,-0.118181,-0.135155
97,-0.0992199,-0.0957864
98,0.000817889,-0.134498
99,0.100002,-0.0955635
100,0.117683,-0.134424
101,0.111952,-0.124772
102,0.00103078,-0.16836
103,-0.111341,-0.125271
